sentence_id,book,parution,start_pdf_page,end_pdf_page,text
24227,3,1996,843,843,"S’il m’autorisait seulement à traiter toutes les affaires du Fort, ajouta-t-il, levant les mains en un geste d’impuissance."
24228,3,1996,843,843,Il est trop malade…
24229,3,1996,843,843,— Une minute.
24230,3,1996,843,843,"Il est malade, l’interrompit Paulin."
24231,3,1996,843,843,"Et votre climat ne fait qu’aggraver ses problèmes respiratoires, n’est-ce pas ?"
24232,3,1996,843,843,Thea dilata
24233,3,1996,843,843,les yeux en comprenant où il voulait en venir
24234,3,1996,843,843,.
24235,3,1996,843,843,"— Si on l’envoyait en convalescence à Nerat, il serait bien forcé d’autoriser Gallian"
24236,3,1996,843,843,… commença-t-elle.
24237,3,1996,843,843,— Exactement.
24238,3,1996,843,843,"— Que se passera-t-il quand il sera guéri et découvrira ce que j’ai fait, connaissant ses vues sur la déposition, ainsi qu’il s’en est assuré ?"
24239,3,1996,843,843,demanda Gallian à sa mère.
24240,3,1996,843,843,Et qu’il s’apercevra que j’ai agi contrairement à sa volonté ?
24241,3,1996,843,843,Je pourrais très bien perdre mes chances de lui succéder.
24242,3,1996,844,847,"— Très peu probable, mon chéri."
24243,3,1996,844,847,"Tu sais comme il enrage de la stupidité de tes cadets, dit Thea, rassurante, posant la main sur le bras de son fils."
24244,3,1996,844,847,Tu sais exactement quand tu peux le contredire.
24245,3,1996,844,847,Tu as toujours eu du flair pour traiter avec les gens.
24246,3,1996,844,847,Quant aux neveux…
24247,3,1996,844,847,"Elle leva les mains en un geste de désespoir, puis son visage s’assombrit."
24248,3,1996,844,847,— Ces constantes infections pulmonaires m’inquiètent.
24249,3,1996,844,847,"Franchement, je crois qu’il n’en a plus pour longtemps."
24250,3,1996,844,847,Elle poussa un profond soupir.
24251,3,1996,844,847,— Il a toujours été un bon mari…
24252,3,1996,844,847,— Peux-tu convaincre le médecin de lui recommander un climat plus chaud ?
24253,3,1996,844,847,demanda Paulin avec sympathie.
24254,3,1996,844,847,"— Il le fait depuis longtemps, dit Thea, pinçant les lèvres d’un air résolu."
24255,3,1996,844,847,Je le convaincrai !
24256,3,1996,844,847,D’une façon ou d’une autre.
24257,3,1996,844,847,Je ne pourrais plus me regarder en face si je ne le faisais pas.
24258,3,1996,844,847,Dans son intérêt comme dans celui de ces malheureux.
24259,3,1996,844,847,Gallian semblait hésitant.
24260,3,1996,844,847,"— Ne t’inquiète pas, mon garçon, dit Paulin."
24261,3,1996,844,847,Tu es déjà très bien noté dans mes papiers pour ta coopération.
24262,3,1996,844,847,"Et, tant que je serai Président, tu bénéficieras de mon soutien."
24263,3,1996,844,847,Le Conclave n’est pas obligé de respecter les souhaits d’un défunt quant à son successeur.
24264,3,1996,844,847,Mais nous devons agir immédiatement.
24265,3,1996,844,847,Attendre la Fin de la Révolution serait dangereux.
24266,3,1996,844,847,"Nous avons sauvé ces réfugiés, nous avons fait respecter leurs droits dans un jugement légal, et ça n’a pas dû plaire à Chalkin, dit-il avec un rire sans joie."
24267,3,1996,844,847,"Nous ne pouvons pas le laisser exercer sur eux sa vengeance, ou nous aurons perdu en vain beaucoup de temps et d’efforts."
24268,3,1996,844,847,"Avec le dégel qui commence, il va pouvoir se déplacer."
24269,3,1996,844,847,Et nous savons tous qu’il cherchera à se venger.
24270,3,1996,844,847,"Thea frissonna, son corps potelé frémissant sous sa robe chaude."
24271,3,1996,844,847,"— Je ne veux pas avoir ça sur la conscience, quoi qu’en dise mon Seigneur et époux, dit-elle en se levant."
24272,3,1996,844,847,Jamson a passé une mauvaise nuit.
24273,3,1996,844,847,"Je vais tâcher de le convaincre maintenant, avant qu’il n’élève d’autres objections à son départ."
24274,3,1996,844,847,"Une chose est certaine, il n’a pas envie de mourir."
24275,3,1996,844,847,"Il aime Richud plus que Franco, alors je lui proposerai le Fort d’Ista."
24276,3,1996,844,847,Ça ne me déplairait pas de passer l’hiver là-bas.
24277,3,1996,844,847,En fait… Elle redressa les épaules et poursuivit en reniflant :
24278,3,1996,844,847,— Che crois que che suis en train de m’enrhuber boi-bêbe.
24279,3,1996,844,847,"Il acceptera peut-être pour me faire plaisir, alors qu’il refuserait pour lui-même."
24280,3,1996,844,847,Si vous voulez bien m’excuser…
24281,3,1996,844,847,"Les deux hommes s’étaient levés en même temps qu’elle, et Gallian alla lui ouvrir la porte, par laquelle elle sortit avec grâce, arborant un sourire malicieux."
24282,3,1996,844,847,"Gallian revint à son hôte, branlant du chef."
24283,3,1996,844,847,"— Je n’ai jamais contrecarré mon père jusqu’à présent, dit-il anxieusement, l’air malheureux."
24284,3,1996,844,847,"— Et je ne te conseillerai jamais de le faire, mon garçon."
24285,3,1996,844,847,"Je respecte tes doutes, mais doutes-tu de ce que fera Chalkin ?"
24286,3,1996,844,847,"— Non, soupira Gallian, avant de se retourner vers le Seigneur de Fort, l’air résolu."
24287,3,1996,844,847,"Je suppose que je dois m’habituer à prendre les décisions, et pas seulement à les exécuter."
24288,3,1996,844,847,Paulin lui serra l’épaule en un geste encourageant.
24289,3,1996,844,847,"— Exactement, Gallian."
24290,3,1996,844,847,Et je te garantis que les décisions que tu seras appelé à prendre ne seront pas toutes les bonnes.
24291,3,1996,844,847,Être Seigneur n’empêche pas de commettre des erreurs ;
24292,3,1996,844,847,tâche
24293,3,1996,844,847,seulement de prendre les bonnes mauvaises décisions.
24294,3,1996,844,847,Paulin sourit au jeune homme qui s’
24295,3,1996,844,847,efforçait
24296,3,1996,844,847,de digérer cette idée
24297,3,1996,844,847,.
24298,3,1996,844,847,"— Si tu as raison la plupart du temps, tu es gagnant."
24299,3,1996,844,847,"Et tu as raison dans le cas présent, pour les bonnes raisons que ton père refuse de voir."
24300,3,1996,844,847,"Gallian hocha la tête,"
24301,3,1996,844,847,"puis il demanda d’un ton plus joyeux : — Prendras-tu un verre de vin, Seigneur Paulin ?"
24302,3,1996,844,847,"— Tu es bien comme ta mère, dit Paulin, acceptant la proposition."
24303,3,1996,844,847,"Ce qui, tu t’en apercevras, est un avantage."
24304,3,1996,844,847,Non que je veuille critiquer les manières de ton père.
24305,3,1996,844,847,"— Non, bien sûr que non, dit Gallian avec un bref sourire."
24306,3,1996,844,847,Puis il s’éclaircit la gorge.
24307,3,1996,844,847,— Qu’adviendra-t-il de Chalkin après qu’il sera déposé ?
24308,3,1996,844,847,"Je veux dire, on ne peut pas l’exiler dans les Iles du Sud, non ?"
24309,3,1996,844,847,— Pourquoi pas
24310,3,1996,844,847,? répondit Paulin d’
24311,3,1996,844,847,un ton égal
24312,3,1996,844,847,.
24313,3,1996,844,847,"Non, ajouta-t-il vivement devant l’air consterné de Gallian."
24314,3,1996,844,847,Ce serait le placer sur le même plan que les meurtriers.
24315,3,1996,844,847,Mais il y a toute une chaîne… un archipel d’îles…
24316,3,1996,844,847,— Elles ne sont pas volcaniques ?
24317,3,1996,844,847,"— Seulement l’Ile de Young, sinon, les autres sont de climat tropical et tout à fait habitables."
24318,3,1996,844,847,Et l’on est certain que le condamné ne pourra pas les quitter pour recommencer à provoquer des troubles.
24319,3,1996,844,847,Ce que ferait Chalkin sans aucun doute si on lui permettait de rester sur le continent.
24320,3,1996,844,847,"Non, la solution la plus raisonnable et humaine, c’est de le mettre en un lieu où il ne pourra pas commettre plus de méfaits qu’il ne l’a déjà fait."
24321,3,1996,844,847,— Et qui reprendra le gouvernement de Bitra ?
24322,3,1996,844,847,"— Ses enfants sont trop jeunes, mais il y a un oncle, guère plus âgé que Chalkin."
24323,3,1996,844,847,"La rumeur prétend que Vergerin et Chalkin avaient fait un pari, avec la succession pour enjeu."
24324,3,1996,844,847,"— Mon père en a parlé, quand la question de la déposition a commencé à se poser."
24325,3,1996,844,847,"Il dit qu’il aurait dû insister pour que Vergerin gouverne, malgré ce que désirait le vieux Seigneur de Nerat."
24326,3,1996,844,847,"L’épouse de Chalkin est la sœur de Franco, tu le sais."
24327,3,1996,844,847,— Je l’avais oublié.
24328,3,1996,844,847,"Étonnant, ajouta Paulin."
24329,3,1996,844,847,Franco est totalement différent.
24330,3,1996,844,847,Mais sa mère était la première femme de Brenton.
24331,3,1996,844,847,"Ils continuaient à discuter du problème toujours intéressant de l’hérédité, quand la porte s’ouvrit brusquement, livrant passage à Thea, presque pliée en deux."
24332,3,1996,844,847,"— Grands dieux, Mère !"
24333,3,1996,844,847,"s’écria Gallian, se précipitant pour l’assister."
24334,3,1996,844,847,Qu’est-ce qu’il y a ?
24335,3,1996,844,847,Tu es toute rouge…
24336,3,1996,844,847,"Elle claqua la porte derrière elle, écarta son fils du geste, et se jeta dans un fauteuil en pleurant de rire."
24337,3,1996,844,847,— Qu’est-ce qu’il y a de si drôle ?
24338,3,1996,844,847,"— Ton père, mon chéri…"
24339,3,1996,844,847,"Elle essuya ses larmes, et par la même occasion une partie de sa « rougeur »."
24340,3,1996,844,847,"Après avoir regardé le mouchoir, elle se frotta les joues plus vigoureusement, et reprit son teint habituel, riant encore."
24341,3,1996,844,847,— Nous avons réussi.
24342,3,1996,844,847,Il accepte d’aller au soleil.
24343,3,1996,844,847,Je l’ai laissé en train d’écrire à Richud pour lui demander l’hospitalité.
24344,3,1996,844,847,"J’ai dit que j’allais faire hisser la bannière à messages, mais ton chevalier pourra sans doute lui apporter sa lettre, Paulin ?"
24345,3,1996,844,847,En te ramenant à Fort ?
24346,3,1996,844,847,"— Bien sûr… ou plutôt, je l’apporterai moi-même, et je demanderai à Richud d’entrer dans notre petit complot et d’empêcher Jamson de savoir ce qui se passe hors de l’île, dit Paulin, souriant de soulagement."
24347,3,1996,844,847,"— Mais pourquoi ris-tu ainsi, Mère ?"
24348,3,1996,844,847,Et pourquoi ce rouge ?
24349,3,1996,844,847,"— Eh bien, commença-t-elle, souriant en agitant son mouchoir, ce qu’il ne voulait pas faire pour lui, il l’a accepté pour sa compagne malade."
24350,3,1996,844,847,J’ai commencé par demander à ta sœur d’aller chercher Canell d’urgence.
24351,3,1996,844,847,"J’ai demandé à Canell d’entrer dans mon jeu, et c’est lui-même qui a suggéré le rouge."
24352,3,1996,844,847,"Puis je me suis présentée chez ton père, gémissant que j’avais mal partout, que mes douleurs m’étaient venues pendant la nuit…"
24353,3,1996,844,847,Et éternuant sans discontinuer
24354,3,1996,844,847,…
24355,3,1996,844,847,"Heureusement, je suis sujette aux éternuements, alors je sais comment les imiter… Puis Canell a pris la relève – il a été très convaincant."
24356,3,1996,844,847,Il s’est inquiété de la rapidité de mon pouls et de ma rougeur.
24357,3,1996,844,847,Il a fait tout un numéro sur l’état de mes poumons et la fatigue imposée à mon cœur.
24358,3,1996,844,847,"Bref, à nous deux, nous avons décidé Jamson à m’emmener à Ista jusqu’à ce que je sois complètement rétablie."
24359,3,1996,844,847,Et voilà !
24360,3,1996,844,847,"termina-t-elle avec un grand sourire, ravie."
24361,3,1996,844,847,— Mère !
24362,3,1996,844,847,Tu es la santé incarnée !
24363,3,1996,844,847,"— Naturellement, dit-elle avec condescendance."
24364,3,1996,844,847,Puis elle les surprit tous les deux en éternuant.
24365,3,1996,844,847,— Oh mon Dieu !
24366,3,1996,844,847,"— Voilà ce qui arrive quand on fait des mensonges, dit Gallian avec une feinte sévérité."
24367,3,1996,844,847,On attrape vraiment ce qu’on feignait d’avoir.
24368,3,1996,844,847,"— Il a envoyé quelqu’un te chercher, alors…"
24369,3,1996,844,847,"On frappa poliment à la porte, que Gallian alla entrouvrir juste assez pour voir qui c’était."
24370,3,1996,844,847,"— Dis au Seigneur Jamson que j’arrive tout de suite, fit-il, refermant aussitôt le battant."
24371,3,1996,844,847,"— Je vais attendre avec le Seigneur Paulin jusqu’à ce que tu aies la lettre, Galli, dit-elle en se servant du vin."
24372,3,1996,844,847,"Cela et pour guérir mon rhume et éviter les rechutes… Encore un verre, Paulin ?"
24373,3,1996,844,847,Pour fêter mes débuts d’actrice ?
24374,3,1996,844,847,— Je regrette que tu n’aies pas pensé plus tôt à ce stratagème.
24375,3,1996,844,847,"— Moi aussi, soupira-t-elle."
24376,3,1996,844,847,"Mais jusque-là, le besoin ne me semblait pas si pressant."
24377,3,1996,844,847,Ces pauvres gens !
24378,3,1996,844,847,Qui succédera à Chalkin quand vous l’aurez déposé ?
24379,3,1996,844,847,Et que ferez-vous de lui ? — C’est encore à décider.
24380,3,1996,844,847,"— Nous en parlions justement, Mère."
24381,3,1996,844,847,"Il y a Vergerin, un oncle paternel."
24382,3,1996,844,847,"— Mais Vergerin a joué la succession aux dés, dit-elle d’un ton réprobateur."
24383,3,1996,844,847,"— Tu as entendu la rumeur, toi aussi ?"
24384,3,1996,844,847,"— Eh bien, tu connais cette Lignée, dit Thea."
24385,3,1996,844,847,Tous des joueurs invétérés.
24386,3,1996,844,847,"Ils parient sur les choses les plus ridicules, avec les enjeux les plus bizarres."
24387,3,1996,844,847,Mais parier sur une succession !
24388,3,1996,844,847,"dit-elle, l’air écœurée."
24389,3,1996,844,847,"— Peut-être que la leçon aura servi à Vergerin, dit Gallian, un rien condescendant, trouva Paulin."
24390,3,1996,844,847,"— Peut-être, dit Paulin."
24391,3,1996,844,847,Si nous le retrouvons vivant.
24392,3,1996,848,848,"— Oh non, dit Thea, portant la main à sa gorge dans sa consternation."
24393,3,1996,848,848,—
24394,3,1996,848,848,Si le Conseil vote la déposition…
24395,3,1996,848,848,"— Pas si, Gallian, quand, rectifia Paulin."
24396,3,1996,848,848,"— Quand ils auront voté la déposition, comment s’y prendront-ils pour faire sortir Chalkin de Bitra ?"
24397,3,1996,848,848,demanda Gallian.
24398,3,1996,848,848,"— Cela demandera réflexion et organisation, dit Paulin."
24399,3,1996,848,848,"Mais maintenant, va voir ton père, Gallian."
24400,3,1996,848,848,Il ne faut pas le faire attendre ;
24401,3,1996,848,848,il pourrait changer d’avis.
